question,category
What language is Darknet written in?,"Object Detection (YOLO, Faster R-CNN)"
What type of objects can YOLO detect?,"Object Detection (YOLO, Faster R-CNN)"
Which YOLO version introduced CSPDarknet53?,"Object Detection (YOLO, Faster R-CNN)"
What is the output of YOLO?,"Object Detection (YOLO, Faster R-CNN)"
Can YOLO be used for video analysis?,"Object Detection (YOLO, Faster R-CNN)"
What does Non-Maximum Suppression do?,"Object Detection (YOLO, Faster R-CNN)"
What is FPS in YOLO context?,"Object Detection (YOLO, Faster R-CNN)"
What hardware improves YOLO speed?,"Object Detection (YOLO, Faster R-CNN)"
What library can be used to visualize detections?,"Object Detection (YOLO, Faster R-CNN)"
What does “real-time” mean in detection?,"Object Detection (YOLO, Faster R-CNN)"
What file contains trained YOLO weights?,"Object Detection (YOLO, Faster R-CNN)"
What file defines YOLO network structure?,"Object Detection (YOLO, Faster R-CNN)"
What is confidence score?,"Object Detection (YOLO, Faster R-CNN)"
What type of data is used for training detection models?,"Object Detection (YOLO, Faster R-CNN)"
What is the latest YOLO framework?,"Object Detection (YOLO, Faster R-CNN)"
How does YOLO differ from R-CNN?,"Object Detection (YOLO, Faster R-CNN)"
What is the loss function used in YOLO?,"Object Detection (YOLO, Faster R-CNN)"
Why are anchor boxes used in YOLOv2+?,"Object Detection (YOLO, Faster R-CNN)"
What is the major improvement in Faster R-CNN over R-CNN?,"Object Detection (YOLO, Faster R-CNN)"
How does YOLO handle multiple objects?,"Object Detection (YOLO, Faster R-CNN)"
What activation function is used in YOLO layers?,"Object Detection (YOLO, Faster R-CNN)"
Why is mAP a preferred metric?,"Object Detection (YOLO, Faster R-CNN)"
How is transfer learning used in YOLO?,"Object Detection (YOLO, Faster R-CNN)"
What does the confidence threshold control?,"Object Detection (YOLO, Faster R-CNN)"
What’s the role of the RPN in Faster R-CNN?,"Object Detection (YOLO, Faster R-CNN)"
What is batch normalization used for?,"Object Detection (YOLO, Faster R-CNN)"
How can data augmentation improve detection?,"Object Detection (YOLO, Faster R-CNN)"
What backbone is used in Faster R-CNN?,"Object Detection (YOLO, Faster R-CNN)"
Why is YOLO suitable for real-time detection?,"Object Detection (YOLO, Faster R-CNN)"
What happens if IoU threshold is too high?,"Object Detection (YOLO, Faster R-CNN)"
What file format is YOLO trained with images in?,"Object Detection (YOLO, Faster R-CNN)"
What is the stride in YOLO architecture?,"Object Detection (YOLO, Faster R-CNN)"
What is class probability in YOLO?,"Object Detection (YOLO, Faster R-CNN)"
How is precision different from recall?,"Object Detection (YOLO, Faster R-CNN)"
What optimizer does YOLOv5 commonly use?,"Object Detection (YOLO, Faster R-CNN)"
Why are skip connections important?,"Object Detection (YOLO, Faster R-CNN)"
How can YOLO be used in drones?,"Object Detection (YOLO, Faster R-CNN)"
What’s the main disadvantage of YOLO?,"Object Detection (YOLO, Faster R-CNN)"
What is class imbalance in detection?,"Object Detection (YOLO, Faster R-CNN)"
How do you improve small object detection?,"Object Detection (YOLO, Faster R-CNN)"
Why does YOLO require large datasets?,"Object Detection (YOLO, Faster R-CNN)"
What is a feature map?,"Object Detection (YOLO, Faster R-CNN)"
What are negative samples in detection?,"Object Detection (YOLO, Faster R-CNN)"
How is Non-Max Suppression tuned?,"Object Detection (YOLO, Faster R-CNN)"
How can you deploy YOLO on edge devices?,"Object Detection (YOLO, Faster R-CNN)"
How does YOLOv4 improve feature aggregation?,"Object Detection (YOLO, Faster R-CNN)"
Explain spatial pyramid pooling in YOLOv4.,"Object Detection (YOLO, Faster R-CNN)"
How does Faster R-CNN train RPN and detector jointly?,"Object Detection (YOLO, Faster R-CNN)"
What problem does focal loss solve?,"Object Detection (YOLO, Faster R-CNN)"
What is the impact of receptive field in detection?,"Object Detection (YOLO, Faster R-CNN)"
Explain GIoU and its advantage over IoU.,"Object Detection (YOLO, Faster R-CNN)"
How does YOLOv7 achieve efficiency gains?,"Object Detection (YOLO, Faster R-CNN)"
What are mosaic augmentations?,"Object Detection (YOLO, Faster R-CNN)"
Explain anchor-free detection concept.,"Object Detection (YOLO, Faster R-CNN)"
How does multi-scale training help YOLO?,"Object Detection (YOLO, Faster R-CNN)"
Why are residual connections used in CSPDarknet?,"Object Detection (YOLO, Faster R-CNN)"
What is the main purpose of the FPN in Faster R-CNN?,"Object Detection (YOLO, Faster R-CNN)"
How does YOLOv8 differ architecturally from YOLOv5?,"Object Detection (YOLO, Faster R-CNN)"
What role does label smoothing play?,"Object Detection (YOLO, Faster R-CNN)"
Explain the difference between classification and localization loss.,"Object Detection (YOLO, Faster R-CNN)"
How does Faster R-CNN perform ROI pooling?,"Object Detection (YOLO, Faster R-CNN)"
What’s the computational bottleneck in Faster R-CNN?,"Object Detection (YOLO, Faster R-CNN)"
How does YOLO handle overlapping detections?,"Object Detection (YOLO, Faster R-CNN)"
Why is gradient clipping important?,"Object Detection (YOLO, Faster R-CNN)"
How can quantization affect detection accuracy?,"Object Detection (YOLO, Faster R-CNN)"
What’s the difference between YOLOv3-tiny and YOLOv3?,"Object Detection (YOLO, Faster R-CNN)"
Explain knowledge distillation for YOLO.,"Object Detection (YOLO, Faster R-CNN)"
Why does YOLO prefer fixed grid size prediction?,"Object Detection (YOLO, Faster R-CNN)"
How does training with large batch sizes affect convergence?,"Object Detection (YOLO, Faster R-CNN)"
What is the difference between anchor-based and anchor-free YOLO?,"Object Detection (YOLO, Faster R-CNN)"
Explain the use of TensorRT for YOLO deployment.,"Object Detection (YOLO, Faster R-CNN)"
How does Faster R-CNN manage background proposals?,"Object Detection (YOLO, Faster R-CNN)"
What’s the difference between end-to-end and two-stage detectors?,"Object Detection (YOLO, Faster R-CNN)"
How do feature pyramids handle scale variance?,"Object Detection (YOLO, Faster R-CNN)"
How can pruning improve deployment?,"Object Detection (YOLO, Faster R-CNN)"
What does OpenCV stand for?,OpenCV Basics
What is OpenCV mainly used for?,OpenCV Basics
Who developed OpenCV?,OpenCV Basics
What programming language is OpenCV written in?,OpenCV Basics
What is the Python package name for OpenCV?,OpenCV Basics
How do you read an image in OpenCV?,OpenCV Basics
How do you display an image in OpenCV?,OpenCV Basics
What does cv2.waitKey(0) do?,OpenCV Basics
How do you convert an image to grayscale?,OpenCV Basics
What function saves an image?,OpenCV Basics
What is the default color format in OpenCV?,OpenCV Basics
What function is used to capture webcam video?,OpenCV Basics
How to release a video capture object?,OpenCV Basics
What function closes all OpenCV windows?,OpenCV Basics
What is cv2.resize() used for?,OpenCV Basics
How to draw a circle in OpenCV?,OpenCV Basics
What function draws a line?,OpenCV Basics
How to check OpenCV version in Python?,OpenCV Basics
What data type stores image pixels in OpenCV?,OpenCV Basics
What does cv2.threshold() do?,OpenCV Basics
How to apply Gaussian blur?,OpenCV Basics
What is edge detection used for?,OpenCV Basics
Which function detects edges?,OpenCV Basics
What function converts BGR to HSV?,OpenCV Basics
How to flip an image horizontally?,OpenCV Basics
What is the range of pixel intensity?,OpenCV Basics
What is image histogram?,OpenCV Basics
What is morphological transformation used for?,OpenCV Basics
What does cv2.add() do?,OpenCV Basics
What library works closely with OpenCV in Python?,OpenCV Basics
What is the purpose of cv2.findContours()?,OpenCV Basics
How does cv2.Canny() detect edges?,OpenCV Basics
What does cv2.erode() do?,OpenCV Basics
What does cv2.dilate() do?,OpenCV Basics
What is the use of cv2.bitwise_and()?,OpenCV Basics
How to detect corners in OpenCV?,OpenCV Basics
What is cv2.HoughLines() used for?,OpenCV Basics
What is cv2.HoughCircles() used for?,OpenCV Basics
What is cv2.Laplacian() used for?,OpenCV Basics
What is cv2.Sobel()?,OpenCV Basics
What does cv2.medianBlur() do?,OpenCV Basics
What function detects faces?,OpenCV Basics
What is Haar cascade classifier?,OpenCV Basics
How to convert video to frames?,OpenCV Basics
What is cv2.addWeighted() used for?,OpenCV Basics
How to capture keystrokes in OpenCV?,OpenCV Basics
What function finds contours hierarchy?,OpenCV Basics
What is the difference between cv2.imread() and cv2.VideoCapture()?,OpenCV Basics
What does cv2.matchTemplate() do?,OpenCV Basics
What is a kernel in image processing?,OpenCV Basics
What is cv2.filter2D() used for?,OpenCV Basics
What’s the purpose of cv2.calcHist()?,OpenCV Basics
What is histogram equalization?,OpenCV Basics
What is cv2.morphologyEx()?,OpenCV Basics
"What does cv2.threshold(..., THRESH_OTSU) do?",OpenCV Basics
What function detects motion in video?,OpenCV Basics
What is cv2.boundingRect()?,OpenCV Basics
How does cv2.minEnclosingCircle() work?,OpenCV Basics
What’s the function of cv2.approxPolyDP()?,OpenCV Basics
What is contour area?,OpenCV Basics
How to find image moments?,OpenCV Basics
Explain how cv2.remap() works.,OpenCV Basics
What is camera calibration in OpenCV?,OpenCV Basics
What are intrinsic camera parameters?,OpenCV Basics
What is distortion correction?,OpenCV Basics
How does cv2.calibrateCamera() function help?,OpenCV Basics
What is epipolar geometry?,OpenCV Basics
What does cv2.stereoRectify() do?,OpenCV Basics
How does cv2.findHomography() work?,OpenCV Basics
What is perspective transformation?,OpenCV Basics
What is the purpose of cv2.warpPerspective()?,OpenCV Basics
What is cv2.SIFT used for?,OpenCV Basics
What’s the difference between SIFT and SURF?,OpenCV Basics
What is feature matching?,OpenCV Basics
What matcher does OpenCV provide?,OpenCV Basics
What is optical flow?,OpenCV Basics
What algorithm estimates optical flow?,OpenCV Basics
What is cv2.calcOpticalFlowFarneback()?,OpenCV Basics
What is cv2.findFundamentalMat()?,OpenCV Basics
What’s the purpose of cv2.triangulatePoints()?,OpenCV Basics
How to perform object tracking in OpenCV?,OpenCV Basics
What’s cv2.MultiTracker used for?,OpenCV Basics
What is background subtraction?,OpenCV Basics
What are MOG2 and KNN in OpenCV?,OpenCV Basics
What is image stitching?,OpenCV Basics
What is disparity map?,OpenCV Basics
What does cv2.reprojectImageTo3D() do?,OpenCV Basics
What is homography matrix?,OpenCV Basics
What is bundle adjustment?,OpenCV Basics
How does cv2.undistort() work?,OpenCV Basics
What is cv2.fisheye module for?,OpenCV Basics
What is image segmentation?,Image Segmentation
What is the main goal of image segmentation?,Image Segmentation
Which library is commonly used for segmentation in Python?,Image Segmentation
What is thresholding in image segmentation?,Image Segmentation
What is the difference between global and adaptive thresholding?,Image Segmentation
What is region-based segmentation?,Image Segmentation
What is edge-based segmentation?,Image Segmentation
What is semantic segmentation?,Image Segmentation
What is instance segmentation?,Image Segmentation
What type of data is required for image segmentation?,Image Segmentation
Which color space is often used for segmentation?,Image Segmentation
What is the simplest segmentation technique?,Image Segmentation
What does k-means clustering do in segmentation?,Image Segmentation
What is watershed segmentation?,Image Segmentation
What is the output of a segmentation model?,Image Segmentation
Which deep learning model is popular for segmentation?,Image Segmentation
What does U-Net stand for?,Image Segmentation
What dataset is used for segmentation tasks?,Image Segmentation
What is a segmentation mask?,Image Segmentation
What is pixel-wise classification?,Image Segmentation
What is morphological segmentation?,Image Segmentation
Why is segmentation important in medical imaging?,Image Segmentation
What is connected component labeling?,Image Segmentation
What is contour detection used for?,Image Segmentation
Which OpenCV function finds contours?,Image Segmentation
What does binary segmentation mean?,Image Segmentation
What is the main limitation of thresholding?,Image Segmentation
What type of problem is segmentation in ML terms?,Image Segmentation
What is superpixel segmentation?,Image Segmentation
What is mean shift segmentation?,Image Segmentation
What are the key differences between semantic and instance segmentation?,Image Segmentation
How does k-means segmentation work?,Image Segmentation
What is the role of CNNs in segmentation?,Image Segmentation
How does the U-Net architecture perform segmentation?,Image Segmentation
What is conditional random field (CRF) used for in segmentation?,Image Segmentation
How does DeepLab improve segmentation accuracy?,Image Segmentation
What is the Dice coefficient?,Image Segmentation
What is IoU (Intersection over Union)?,Image Segmentation
What is the Jaccard index?,Image Segmentation
What are skip connections in U-Net for?,Image Segmentation
How does Mask R-CNN perform segmentation?,Image Segmentation
What is the main challenge in segmentation tasks?,Image Segmentation
How can data augmentation help in segmentation?,Image Segmentation
What is semantic drift in segmentation?,Image Segmentation
What loss function is used in segmentation?,Image Segmentation
How is overfitting handled in segmentation models?,Image Segmentation
What is post-processing in segmentation?,Image Segmentation
How is transfer learning applied to segmentation?,Image Segmentation
What is the difference between U-Net and SegNet?,Image Segmentation
What is an encoder-decoder architecture?,Image Segmentation
How is boundary loss different from Dice loss?,Image Segmentation
What is a fully convolutional network (FCN)?,Image Segmentation
What is panoptic segmentation?,Image Segmentation
How can weakly supervised segmentation be achieved?,Image Segmentation
What is graph-based segmentation?,Image Segmentation
What are some applications of image segmentation?,Image Segmentation
What does multi-class segmentation mean?,Image Segmentation
What is the role of batch normalization?,Image Segmentation
How do you handle imbalanced segmentation datasets?,Image Segmentation
What is a confusion matrix in segmentation?,Image Segmentation
How do you handle class imbalance in multi-class segmentation?,Image Segmentation
Explain the concept of attention in segmentation networks.,Image Segmentation
What is deformable convolution used for?,Image Segmentation
How does DeepLabv3+ improve over DeepLabv3?,Image Segmentation
How do you implement CRF as RNN for refinement?,Image Segmentation
What are boundary-aware segmentation models?,Image Segmentation
How does Vision Transformer (ViT) apply to segmentation?,Image Segmentation
Explain pyramid pooling in PSPNet.,Image Segmentation
How can you optimize inference speed in segmentation models?,Image Segmentation
How do you deploy segmentation models efficiently?,Image Segmentation
Explain unsupervised segmentation using autoencoders.,Image Segmentation
What is semi-supervised segmentation?,Image Segmentation
Explain domain adaptation in segmentation.,Image Segmentation
What is class-agnostic segmentation?,Image Segmentation
How does graph neural network aid segmentation?,Image Segmentation
How to evaluate segmentation under domain shift?,Image Segmentation
Explain the difference between weak and full supervision.,Image Segmentation
How can synthetic data improve segmentation?,Image Segmentation
What is active contour (snake) model?,Image Segmentation
Explain contrastive learning for segmentation.,Image Segmentation
How to train a segmentation model on 3D volumes?,Image Segmentation
Explain fine-tuning for specific segmentation domains.,Image Segmentation
How can GANs be used for segmentation?,Image Segmentation
What is hierarchical segmentation?,Image Segmentation
Explain feature fusion in segmentation networks.,Image Segmentation
What is the main advantage of transformer-based segmentation models?,Image Segmentation
What are the bottlenecks in real-time segmentation?,Image Segmentation
How does self-supervised learning help segmentation?,Image Segmentation
Explain hybrid CNN-transformer segmentation models.,Image Segmentation
How is uncertainty estimation done in segmentation?,Image Segmentation
What is Scikit-learn?,Scikit-learn
Who developed Scikit-learn?,Scikit-learn
Which programming language is Scikit-learn based on?,Scikit-learn
What are the main applications of Scikit-learn?,Scikit-learn
What function is used to split data into train and test sets?,Scikit-learn
How do you import Scikit-learn in Python?,Scikit-learn
Which module is used for preprocessing in Scikit-learn?,Scikit-learn
What does fit() do in Scikit-learn models?,Scikit-learn
What does predict() do?,Scikit-learn
What is the purpose of StandardScaler?,Scikit-learn
What is the use of LabelEncoder?,Scikit-learn
What is a pipeline in Scikit-learn?,Scikit-learn
Which function is used for model evaluation?,Scikit-learn
What is the purpose of GridSearchCV?,Scikit-learn
What is the output of fit_transform()?,Scikit-learn
Which module contains machine learning algorithms?,Scikit-learn
What is RandomForestClassifier used for?,Scikit-learn
What is the use of KMeans in Scikit-learn?,Scikit-learn
What does PCA stand for?,Scikit-learn
Which module is used for model metrics?,Scikit-learn
How to evaluate accuracy in classification?,Scikit-learn
What does confusion_matrix() do?,Scikit-learn
What is OneHotEncoder used for?,Scikit-learn
Which algorithm does LogisticRegression implement?,Scikit-learn
What is DecisionTreeClassifier used for?,Scikit-learn
What does MinMaxScaler do?,Scikit-learn
What are hyperparameters?,Scikit-learn
What is the purpose of joblib in Scikit-learn?,Scikit-learn
How can you check Scikit-learn version?,Scikit-learn
What is the main advantage of Scikit-learn?,Scikit-learn
What is cross-validation in Scikit-learn?,Scikit-learn
What is the purpose of StratifiedKFold?,Scikit-learn
How does GridSearchCV perform tuning?,Scikit-learn
What is the difference between fit() and fit_transform()?,Scikit-learn
What is FeatureUnion used for?,Scikit-learn
What is the main role of ColumnTransformer?,Scikit-learn
What does the RandomState parameter do?,Scikit-learn
What is the difference between StandardScaler and MinMaxScaler?,Scikit-learn
What is model overfitting?,Scikit-learn
What is the role of Regularization in linear models?,Scikit-learn
How does Ridge regression differ from Lasso?,Scikit-learn
What is PolynomialFeatures used for?,Scikit-learn
What is the purpose of SelectKBest?,Scikit-learn
What is model persistence in Scikit-learn?,Scikit-learn
What is the advantage of using Pipelines?,Scikit-learn
What does AUC score represent?,Scikit-learn
What is the difference between accuracy and F1-score?,Scikit-learn
What does classification_report() provide?,Scikit-learn
What is the role of Pipeline memory parameter?,Scikit-learn
What are ensemble methods?,Scikit-learn
What is Bagging in ensemble learning?,Scikit-learn
What is Boosting?,Scikit-learn
What is VotingClassifier?,Scikit-learn
What does SVC stand for?,Scikit-learn
What kernel types can SVC use?,Scikit-learn
What is GridSearchCV vs RandomizedSearchCV?,Scikit-learn
What is the difference between PCA and LDA?,Scikit-learn
What is the purpose of check_is_fitted()?,Scikit-learn
What is silhouette_score used for?,Scikit-learn
Explain how Scikit-learn handles missing values.,Scikit-learn
How can you build a custom transformer in Scikit-learn?,Scikit-learn
How does PartialFit differ from Fit?,Scikit-learn
What is the difference between Bagging and Boosting?,Scikit-learn
How to handle imbalanced data in Scikit-learn?,Scikit-learn
How does PCA reduce dimensionality?,Scikit-learn
What is explained_variance_ratio_ in PCA?,Scikit-learn
What is the computational complexity of KMeans?,Scikit-learn
How is GridSearchCV parallelized?,Scikit-learn
What is the role of pipeline caching in large datasets?,Scikit-learn
What is StackingClassifier?,Scikit-learn
How does RandomForest avoid overfitting?,Scikit-learn
What is Out-of-Bag (OOB) score?,Scikit-learn
How does GradientBoostingClassifier work?,Scikit-learn
What is the difference between GradientBoosting and AdaBoost?,Scikit-learn
What does coef_ attribute represent?,Scikit-learn
How can Scikit-learn integrate with TensorFlow or PyTorch?,Scikit-learn
What is CalibratedClassifierCV used for?,Scikit-learn
How does ElasticNet combine penalties?,Scikit-learn
What are custom scoring metrics in Scikit-learn?,Scikit-learn
Explain how to optimize pipelines with parallel preprocessing.,Scikit-learn
What is a meta-estimator in Scikit-learn?,Scikit-learn
How to debug pipeline errors effectively?,Scikit-learn
Explain the purpose of joblib memory mapping.,Scikit-learn
How does Scikit-learn ensure reproducibility?,Scikit-learn
What is the benefit of FeatureHasher?,Scikit-learn
How to deploy Scikit-learn models in production?,Scikit-learn
What is IncrementalPCA?,Scikit-learn
How can you handle large-scale datasets efficiently?,Scikit-learn
What is the trade-off between interpretability and performance?,Scikit-learn
How to evaluate time-based models with Scikit-learn?,Scikit-learn
What is Hugging Face used for?,Hugging Face Transformers
What library is commonly used from Hugging Face?,Hugging Face Transformers
What is the main programming language for Hugging Face?,Hugging Face Transformers
What does a transformer model process?,Hugging Face Transformers
What does the pipeline() function do?,Hugging Face Transformers
What task is handled by a “text-classification” pipeline?,Hugging Face Transformers
What is the “fill-mask” pipeline used for?,Hugging Face Transformers
What is the “tokenizer”?,Hugging Face Transformers
What is a pre-trained model?,Hugging Face Transformers
What is “model.from_pretrained()” used for?,Hugging Face Transformers
What is Hugging Face Hub?,Hugging Face Transformers
What format are model weights usually stored in?,Hugging Face Transformers
What does “AutoModel” do?,Hugging Face Transformers
What does “AutoTokenizer” do?,Hugging Face Transformers
What is “BERT”?,Hugging Face Transformers
What is “GPT-2”?,Hugging Face Transformers
What does “T5” stand for?,Hugging Face Transformers
What type of model is “DistilBERT”?,Hugging Face Transformers
What does “pipeline(‘summarization’)” do?,Hugging Face Transformers
What is the purpose of “pipeline(‘translation’)”?,Hugging Face Transformers
How do you fine-tune a transformer model?,Hugging Face Transformers
What is transfer learning in transformers?,Hugging Face Transformers
What is the “Trainer” API?,Hugging Face Transformers
How do you evaluate model accuracy?,Hugging Face Transformers
What file defines model architecture?,Hugging Face Transformers
What is a “checkpoint”?,Hugging Face Transformers
What does “push_to_hub()” do?,Hugging Face Transformers
How do you limit GPU memory usage?,Hugging Face Transformers
What is the difference between encoder and decoder?,Hugging Face Transformers
What is a “Seq2Seq” task?,Hugging Face Transformers
What does “AutoModelForSequenceClassification” return?,Hugging Face Transformers
How do you load datasets in HF?,Hugging Face Transformers
What is token truncation?,Hugging Face Transformers
What optimizer is commonly used?,Hugging Face Transformers
What is attention mask?,Hugging Face Transformers
What is padding in tokenization?,Hugging Face Transformers
What is a pretrained “model card”?,Hugging Face Transformers
What is model distillation?,Hugging Face Transformers
How does self-attention work?,Hugging Face Transformers
What is positional encoding?,Hugging Face Transformers
How does layer normalization help?,Hugging Face Transformers
What are transformer layers composed of?,Hugging Face Transformers
What is the difference between encoder-only and decoder-only models?,Hugging Face Transformers
How do you prevent catastrophic forgetting?,Hugging Face Transformers
How can transformers handle long sequences?,Hugging Face Transformers
What is model quantization?,Hugging Face Transformers
What is knowledge distillation?,Hugging Face Transformers
What is the role of embeddings?,Hugging Face Transformers
How do transformers differ from RNNs?,Hugging Face Transformers
What is the purpose of layer attention weights?,Hugging Face Transformers
What is fine-tuning catastrophic forgetting?,Hugging Face Transformers
What is “zero-shot classification”?,Hugging Face Transformers
What is cross-attention?,Hugging Face Transformers
What are embedding dimensions?,Hugging Face Transformers
How do you interpret attention maps?,Hugging Face Transformers
What is model pruning?,Hugging Face Transformers
How do large language models scale?,Hugging Face Transformers
What is LangChain used for?,LangChain / RAG Systems
What does RAG stand for?,LangChain / RAG Systems
What is the main goal of a RAG system?,LangChain / RAG Systems
What programming language is LangChain mainly built in?,LangChain / RAG Systems
What is a “Chain” in LangChain?,LangChain / RAG Systems
What is a “PromptTemplate”?,LangChain / RAG Systems
What does the “LLMChain” do?,LangChain / RAG Systems
What does “Document Loader” do?,LangChain / RAG Systems
What is a “Vector Store”?,LangChain / RAG Systems
What is the use of “Embeddings”?,LangChain / RAG Systems
What is the “RetrievalQA” chain?,LangChain / RAG Systems
What is the “ConversationChain”?,LangChain / RAG Systems
What is a “Memory” in LangChain?,LangChain / RAG Systems
What is the “LLM” component?,LangChain / RAG Systems
What does “VectorSearchRetriever” do?,LangChain / RAG Systems
What is an example of an embedding model?,LangChain / RAG Systems
What is the use of FAISS in LangChain?,LangChain / RAG Systems
What is Chroma used for?,LangChain / RAG Systems
What is Pinecone?,LangChain / RAG Systems
What is “context window”?,LangChain / RAG Systems
How does RAG improve accuracy?,LangChain / RAG Systems
What are “tools” in LangChain?,LangChain / RAG Systems
What is an “Agent”?,LangChain / RAG Systems
How do you connect a database to LangChain?,LangChain / RAG Systems
What is “prompt chaining”?,LangChain / RAG Systems
What are the main components of a RAG system?,LangChain / RAG Systems
What is the difference between retrieval and generation?,LangChain / RAG Systems
How do embeddings affect retrieval quality?,LangChain / RAG Systems
What is “chunking”?,LangChain / RAG Systems
What is the role of the retriever in RAG?,LangChain / RAG Systems
How do you improve RAG recall?,LangChain / RAG Systems
What is a hybrid search?,LangChain / RAG Systems
How does LangChain handle conversational memory?,LangChain / RAG Systems
What is “map-reduce” in LangChain?,LangChain / RAG Systems
What is the purpose of “callbacks”?,LangChain / RAG Systems
What is the “ToolExecutor”?,LangChain / RAG Systems
What is the main use of “OpenAIEmbeddings”?,LangChain / RAG Systems
What is “RetrievalQAWithSourcesChain”?,LangChain / RAG Systems
How can caching improve performance?,LangChain / RAG Systems
What is “MultiQueryRetriever”?,LangChain / RAG Systems
What is “LangSmith”?,LangChain / RAG Systems
What is the main challenge in RAG systems?,LangChain / RAG Systems
What is query expansion in retrieval?,LangChain / RAG Systems
How does retrieval latency affect generation?,LangChain / RAG Systems
What is dense retrieval?,LangChain / RAG Systems
What is sparse retrieval?,LangChain / RAG Systems
What are potential RAG hallucinations?,LangChain / RAG Systems
What is context compression?,LangChain / RAG Systems
What is the role of retriever fusion?,LangChain / RAG Systems
How do you evaluate RAG quality?,LangChain / RAG Systems
What is the benefit of re-ranking in RAG?,LangChain / RAG Systems
How can embeddings drift over time?,LangChain / RAG Systems
What is the role of metadata filtering?,LangChain / RAG Systems
What are limitations of open-domain RAG?,LangChain / RAG Systems
How can we handle conflicting documents?,LangChain / RAG Systems
What is retrieval augmentation in fine-tuning?,LangChain / RAG Systems
What is adaptive retrieval?,LangChain / RAG Systems
How can vector databases scale efficiently?,LangChain / RAG Systems
What is the difference between open-book and closed-book QA?,LangChain / RAG Systems
What are embeddings dimensionality trade-offs?,LangChain / RAG Systems
What is “retrieval collapse”?,LangChain / RAG Systems
How do you reduce RAG hallucinations?,LangChain / RAG Systems
What is model deployment?,"Model Deployment (Flask, FastAPI, Docker)"
What is Flask used for in deployment?,"Model Deployment (Flask, FastAPI, Docker)"
What does Docker do?,"Model Deployment (Flask, FastAPI, Docker)"
What is an endpoint?,"Model Deployment (Flask, FastAPI, Docker)"
What function handles requests in Flask?,"Model Deployment (Flask, FastAPI, Docker)"
What is the default Flask port?,"Model Deployment (Flask, FastAPI, Docker)"
What file commonly stores Flask app code?,"Model Deployment (Flask, FastAPI, Docker)"
What does “uvicorn” do in FastAPI?,"Model Deployment (Flask, FastAPI, Docker)"
What command runs a Flask app?,"Model Deployment (Flask, FastAPI, Docker)"
What is a JSON response?,"Model Deployment (Flask, FastAPI, Docker)"
What does Dockerfile define?,"Model Deployment (Flask, FastAPI, Docker)"
What is “requirements.txt”?,"Model Deployment (Flask, FastAPI, Docker)"
What is a virtual environment?,"Model Deployment (Flask, FastAPI, Docker)"
What command builds a Docker image?,"Model Deployment (Flask, FastAPI, Docker)"
What command runs a Docker container?,"Model Deployment (Flask, FastAPI, Docker)"
What is API testing used for?,"Model Deployment (Flask, FastAPI, Docker)"
What is model serialization?,"Model Deployment (Flask, FastAPI, Docker)"
Why use FastAPI over Flask?,"Model Deployment (Flask, FastAPI, Docker)"
What does CORS stand for?,"Model Deployment (Flask, FastAPI, Docker)"
Why use Docker for deployment?,"Model Deployment (Flask, FastAPI, Docker)"
What is the benefit of containerization?,"Model Deployment (Flask, FastAPI, Docker)"
What is Gunicorn used for?,"Model Deployment (Flask, FastAPI, Docker)"
What is ASGI?,"Model Deployment (Flask, FastAPI, Docker)"
What is Docker Compose?,"Model Deployment (Flask, FastAPI, Docker)"
What file defines Docker Compose services?,"Model Deployment (Flask, FastAPI, Docker)"
What is the main purpose of exposing ports?,"Model Deployment (Flask, FastAPI, Docker)"
What does the @app.post decorator mean in FastAPI?,"Model Deployment (Flask, FastAPI, Docker)"
What does response_model in FastAPI do?,"Model Deployment (Flask, FastAPI, Docker)"
What library handles CORS in FastAPI?,"Model Deployment (Flask, FastAPI, Docker)"
How do you pass input to a model via API?,"Model Deployment (Flask, FastAPI, Docker)"
What is pydantic used for in FastAPI?,"Model Deployment (Flask, FastAPI, Docker)"
How do you monitor API logs?,"Model Deployment (Flask, FastAPI, Docker)"
What is environment variable configuration?,"Model Deployment (Flask, FastAPI, Docker)"
What is a health check endpoint?,"Model Deployment (Flask, FastAPI, Docker)"
What is an API schema?,"Model Deployment (Flask, FastAPI, Docker)"
How do you deploy APIs to cloud?,"Model Deployment (Flask, FastAPI, Docker)"
What is model versioning?,"Model Deployment (Flask, FastAPI, Docker)"
How do you handle scaling of model APIs?,"Model Deployment (Flask, FastAPI, Docker)"
What is Kubernetes used for?,"Model Deployment (Flask, FastAPI, Docker)"
What is CI/CD in deployment?,"Model Deployment (Flask, FastAPI, Docker)"
What are common deployment issues?,"Model Deployment (Flask, FastAPI, Docker)"
What is blue-green deployment?,"Model Deployment (Flask, FastAPI, Docker)"
What is canary deployment?,"Model Deployment (Flask, FastAPI, Docker)"
What is model inference latency?,"Model Deployment (Flask, FastAPI, Docker)"
What is model caching?,"Model Deployment (Flask, FastAPI, Docker)"
What is horizontal scaling?,"Model Deployment (Flask, FastAPI, Docker)"
What is vertical scaling?,"Model Deployment (Flask, FastAPI, Docker)"
How can Docker images be optimized?,"Model Deployment (Flask, FastAPI, Docker)"
What is Docker registry?,"Model Deployment (Flask, FastAPI, Docker)"
What is container orchestration?,"Model Deployment (Flask, FastAPI, Docker)"
What is inference API rate limiting?,"Model Deployment (Flask, FastAPI, Docker)"
What is observability in deployment?,"Model Deployment (Flask, FastAPI, Docker)"
